         6.6822998         32.9855532         18.6659240
         6.5251975         32.7773396         19.4596671
         7.1672962         34.0100248         19.7954739
         4.5522647         34.0056685         18.6173897
         3.7163626         33.2996322         19.8273035
         2.7350689         34.4555060         19.4910733
         3.1339852         33.3293022         18.9456110
         1.3922461         33.1351534         19.3330754
        -0.7234969         33.0436520         20.3918693
        -0.2815615         31.2075091         19.3206963
        19.5018229         13.8527950          9.6961259
        19.6746868         13.2248926         10.3570525
        19.2377421         12.5325156         10.1476853
        18.7613531         14.3388899          9.9493312
        16.9642061         15.9789002         10.5026752
        17.0792590         16.2734357         10.8831350
        19.3819254         15.5378199         10.8770271
        19.7544423         16.3441176          9.8180298
        19.6496352         16.1868221         10.2886701
        19.6249281         17.3855614         11.0071810
        -3.9259019         28.7653438         13.0645999
        -3.3449091         29.3572003         14.5137097
        -2.7439531         28.8616592         13.8571770
        -2.4757997         30.0910360         14.9802076
        -2.4444413         30.4562205         13.9852034
        -2.4221494         30.9429649         14.7069941
        -0.2323827         30.7438974         16.0622147
         0.1000075         28.9178740         15.6207793
         1.0754273         27.4301083         15.6349981
         1.3516546         28.7300353         15.0760964
         0.7099130         10.7439023         16.9671447
         0.6626686         11.6286275         17.3990935
         1.2276983         11.2726244         17.3707972
         1.2847789         11.0338666         15.7014853
         0.7528812          9.3444914         15.3473426
        -1.1097791          8.4910743         14.8199826
         0.1434273          8.5785628         14.3519478
        -0.1791228          9.2174286         14.7275182
        -1.1415568          8.3191639         13.9214475
        -1.6148225          9.4659187         12.9574845
         2.3764756         32.3542004         27.5020535
         3.3571142         33.2137752         27.6097708
         4.9330833         32.4799150         26.5794425
         3.8121209         31.9344568         25.1567785
         3.6167402         31.6917751         24.5755467
         4.2294724         31.8443208         23.3539136
         4.8309487         31.8960749         24.0072274
         4.8596397         32.0743670         23.3549763
         4.9766181         32.5391691         22.0782873
         4.7182399         32.3982935         23.2320939
        13.2788193         18.8561397         20.8992965
        11.9069527         17.7175965         19.9028406
        14.0542041         18.1778947         20.2168296
        13.3060038         16.9463684         21.3616736
        13.2462420         17.6840123         19.7672346
        13.4527763         18.9287581         20.0029518
        12.7404400         20.5999302         20.8005652
        13.0054410         20.7160948         20.7944935
        14.2421747         19.5857691         22.2129631
        14.1359032         18.5817660         23.4094585
         5.9922082          8.1503591          5.0997348
         6.5595282          8.1448528          4.2739907
         7.5781486          7.1664647          5.5887121
         9.3170442          7.9969720          6.1485909
        10.7857829          8.2336675          6.3721968
        10.0113098          8.5481795          4.9736951
         9.3418961          8.2846267          5.6423475
        10.0955450          8.3830977          6.4444398
        10.8963609          8.8279742          6.1365882
         9.7260349          7.2527860          6.3783467
         5.4944015          4.4236950         20.2406190
         4.4008891          3.7829629         22.3400610
         4.2860252          2.9426644         23.1130531
         4.1527377          2.0778490         23.4951213
         3.0624096          1.1968862         24.5852854
         3.7211772          2.0023391         25.3785016
         3.9769137          1.5624970         26.1151260
         2.6498616          2.4255537         27.6862845
         3.6672245          2.8806366         28.1924851
         3.9929599          2.4184363         27.9401794
        23.6324364         18.0130227          4.9704379
        25.0765464         16.6919677          4.0531258
        24.7179633         16.7508617          2.9050970
        23.7515024         14.7304351          5.3361247
        23.6347188         13.7023231          5.0119857
        23.3748095         12.5826601          5.3206712
        23.8507143         11.7077964          5.1504314
        24.0660955         12.7813235          5.7702778
        22.6099776         12.5414625          5.5905228
        23.2168977         12.0259920          5.1215307
         3.3908818         19.9038575         19.4376827
         2.3524397         19.4841252         20.7397619
         1.9288721         18.0994270         20.6037192
         2.0345175         18.9562656         21.7140010
         1.6591100         17.2921490         22.2812802
         3.0106726         17.4548715         24.1169277
         1.6134257         16.4461592         24.7010664
         4.0465707         14.7791783         25.4294294
         2.6105206         15.7270161         26.6254580
         2.2267838         14.8135839         25.8158034
        -8.1223996         19.7324109         23.9717427
        -7.4769247         18.8389636         23.7207618
        -7.5200492         19.4755634         23.2292939
        -8.1139842         19.2738881         22.4924040
        -9.5178587         19.7437000         22.6983602
       -10.5775126         19.2892535         21.2692742
        -9.7760464         17.9536664         19.3618889
        -9.3258903         18.2195659         18.0953987
       -10.2934350         18.1793077         17.8544214
       -10.6675040         17.2987073         18.6141713
       -12.1194594         25.1018177          6.8598319
       -11.5785877         25.4831259          7.2587865
       -12.1842890         26.7361562          8.2283077
       -12.7235811         27.2970684          8.8760961
       -13.8474765         27.4533668          8.5891436
       -14.1412194         26.8203282          7.1867707
       -14.5981572         25.1401859          7.5191994
       -15.0509522         24.3384629          7.0715748
       -13.3396362         24.8422130          7.7131337
       -13.8502482         25.1846116          8.2182719
         1.6560602          6.8368525          2.6207543
         0.9951155          7.9459373          2.5969281
         0.7438137          6.1773712          2.5694037
         0.8733252          5.4687018          2.8070724
