        27.0096511         15.1011461        -16.6928824         24.4341677
        28.3974724         14.3631335        -17.5506031         23.2400382
        29.8566034         13.6611885        -18.4523957         22.1042674
        31.3907080         12.9935485        -19.4005245         21.0240032
        33.0036386         12.3585370        -20.3973704         19.9965329
        34.6994455         11.7545592        -21.4454367         19.0192764
        36.4823871         11.1800987        -22.5473552         18.0897797
        38.3569405         10.6337127        -23.7058930         17.2057087
        40.3278131         10.1140294        -24.9239592         16.3648434
        42.3999538          9.6197437        -26.2046126         15.5650722
        44.5785662          9.1496143        -27.5510691         14.8043870
        46.8691209          8.7024608        -28.9667098         14.0808774
        49.2773699          8.2771603        -30.4550895         13.3927266
        51.8093606          7.8726447        -32.0199458         12.7382067
        54.4714510          7.4878983        -33.6652082         12.1156740
        57.2703262          7.1219550        -35.3950081         11.5235653
        60.2130143          6.7738958        -37.2136894         10.9603937
        63.3069049          6.4428468        -39.1258189         10.4247451
        66.5597670          6.1279765        -41.1361983          9.9152742
        26.7298933         15.2591963        -16.5199826         24.6898982
        28.1033400         14.5134595        -17.3688193         23.4832708
        29.5473577         13.8041680        -18.2612713         22.3356129
        31.0655725         13.1295404        -19.1995797         21.2440426
        32.6617969         12.4878827        -20.1861006         20.2058186
        34.3400391         11.8775837        -21.2233114         19.2183341
        36.1045135         11.2971107        -22.3138165         18.2791092
        37.9596509         10.7450063        -23.4603545         17.3857854
        39.9101098         10.2198839        -24.6658043         16.5361195
        41.9607879          9.7204249        -25.9331931         15.7279779
        44.1168348          9.2453751        -27.2657034         14.9593312
        46.3836647          8.7935417        -28.6666813         14.2282493
        48.7669698          8.3637899        -30.1396449         13.5328963
        51.2727348          7.9550406        -31.6882928         12.8715261
        53.9072522          7.5662675        -33.3165141         12.2424779
        56.6771374          7.1964941        -35.0283973         11.6441721
        59.5893461          6.8447921        -36.8282412         11.0751063
        62.6511910          6.5102783        -38.7205655         10.5338515
        65.8703610          6.1921125        -40.7101220         10.0190485
        26.4530331         15.4189006        -16.3488736         24.9483052
        27.8122540         14.6653589        -17.1889183         23.7290492
        29.2413150         13.9486438        -18.0721266         22.5693798
        30.7438047         13.2669555        -19.0007162         21.4663849
        32.3234958         12.6185822        -19.9770191         20.4172948
        33.9843554         12.0018957        -21.0034867         19.4194751
        35.7305539         11.4153475        -22.0826967         18.4704202
        37.5664763         10.8574646        -23.2173592         17.5677468
        39.4967329         10.3268462        -24.4103234         16.7091882
        41.5261707          9.8221599        -25.6645849         15.8925885
        43.6598860          9.3421382        -26.9832935         15.1158971
        45.9032367          8.8855758        -28.3697605         14.3771636
        48.2618562          8.4513262        -29.8274675         13.6745330
        50.7416673          8.0382989        -31.3600750         13.0062408
        53.3488971          7.6454568        -32.9714317         12.3706089
        56.0900927          7.2718134        -34.6655837         11.7660412
        58.9721376          6.9164304        -36.4467854         11.1910195
        62.0022689          6.5784155        -38.3195096         10.6440999
        65.1880957          6.2569198        -40.2884588         10.1239089
        26.1790406         15.5802764        -16.1795369         25.2094168
        27.5241831         14.8188481        -17.0108807         23.9773999
        28.9384423         14.0946317        -17.8849409         22.8055932
        30.4253696         13.4058088        -18.8039125         21.6910543
        31.9886988         12.7506495        -19.7701031         20.6309843
        33.6323556         12.1275088        -20.7859389         19.6227214
        35.3604676         11.5348217        -21.8539708         18.6637335
        37.1773741         10.9711000        -22.9768808         17.7516127
        39.0876376         10.4349281        -24.1574886         16.8840683
        41.0960551          9.9249596        -25.3987589         16.0589220
        43.2076700          9.4399140        -26.7038087         15.2741016
        45.4277848          8.9785731        -28.0759150         14.5276365
        47.7619745          8.5397786        -29.5185236         13.8176520
        50.2161004          8.1224285        -31.0352568         13.1423655
        52.7963253          7.7254749        -32.6299235         12.5000810
        55.5091284          7.3479209        -34.3065281         11.8891858
        58.3613220          6.9888185        -36.0692806         11.3081459
        61.3600681          6.6472659        -37.9226076         10.7555021
        64.5128971          6.3224054        -39.8711631         10.2298668
        25.9078860         15.7433412        -16.0119541         25.4732611
        27.2390959         14.9739437        -16.8346871         24.2283498
        28.6387067         14.2421476        -17.6996941         23.0442789
        30.1102328         13.5461154        -18.6091473         21.9180751
        31.6573695         12.8840992        -19.5653303         20.8469103
        33.2840019         12.2544365        -20.5706444         19.8280948
        34.9942145         11.6555463        -21.6276140         18.8590701
        36.7923020         11.0859246        -22.7388932         17.9374029
        38.6827797         10.5441411        -23.9072726         17.0607787
        40.6703946         10.0288353        -25.1356862         16.2269963
        42.7601380          9.5387131        -26.4272187         15.4339620
        44.9572575          9.0725438        -27.7851132         14.6796842
        47.2672703          8.6291568        -29.2127796         13.9622690
        49.6959772          8.2074387        -30.7138030         13.2799148
        52.2494769          7.8063305        -32.2919526         12.6309082
        54.9341816          7.4248250        -33.9511914         12.0136193
        57.7568330          7.0619642        -35.6956859         11.4264981
        60.7245190          6.7168369        -37.5298167         10.8680703
        63.8446919          6.3885763        -39.4581896         10.3369336
        67.1251869          6.0763583        -41.4856470          9.8317543
        26.9569616         15.1306625        -16.6603185         24.4819262
        28.3420756         14.3912074        -17.5163660         23.2854627
        29.7983601         13.6878904        -18.4163993         22.1474719
        31.3294720         13.0189455        -19.3626786         21.0650963
        32.9392562         12.3826927        -20.3575799         20.0356177
        34.6317550         11.7775345        -21.4036017         19.0564511
        36.4112185         11.2019511        -22.5033706         18.1251376
        38.2821151         10.6544972        -23.6596483         17.2393386
        40.2491429         10.1337981        -24.8753383         16.3968297
        42.3172414          9.6385462        -26.1534935         15.5954954
        44.4916038          9.1674980        -27.4973234         14.8333233
        46.7776902          8.7194705        -28.9102025         14.1083996
        49.1812413          8.2933386        -30.3956787         13.4189038
        51.7082926          7.8880324        -31.9574823         12.7631045
        54.3651899          7.5025340        -33.5995352         12.1393551
        57.1586051          7.1358755        -35.3259607         11.5460890
        60.0955527          6.7871360        -37.1410942         10.9818167
        63.1834079          6.4554398        -39.0494936         10.4451211
        66.4299244          6.1399541        -41.0559512          9.9346544
        26.6777495         15.2890216        -16.4877559         24.7381566
        28.0485169         14.5418273        -17.3349368         23.5291708
        29.4897176         13.8311493        -18.2256478         22.3792697
        31.0049708         13.1552031        -19.1621258         21.2855657
        32.5980813         12.5122913        -20.1467222         20.2453125
        34.2730497         11.9007993        -21.1819096         19.2558978
        36.0340820         11.3191918        -22.2702875         18.3148371
        37.8856005         10.7660083        -23.4145888         17.4197673
        39.8322544         10.2398595        -24.6176871         16.5684407
        41.8789322          9.7394243        -25.8826035         15.7587195
        44.0307732          9.2634460        -27.2125144         14.9885704
        46.2931810          8.8107293        -28.6107593         14.2560595
